,province/state,country,latitude,longitude,confirmed,deaths,recovered,year,month,day
0,no_province/state,afghanistan,33.0,65.0,0,0,0,2020,1,22
1,no_province/state,albania,41.1533,20.1683,0,0,0,2020,1,22
2,no_province/state,algeria,28.0339,1.6596,0,0,0,2020,1,22
3,no_province/state,andorra,42.5063,1.5218,0,0,0,2020,1,22
4,no_province/state,angola,-11.2027,17.8739,0,0,0,2020,1,22
5,no_province/state,antigua and barbuda,17.0608,-61.7964,0,0,0,2020,1,22
6,no_province/state,argentina,-38.4161,-63.6167,0,0,0,2020,1,22
7,no_province/state,armenia,40.0691,45.0382,0,0,0,2020,1,22
8,australian capital territory,australia,-35.4735,149.0124,0,0,0,2020,1,22
9,new south wales,australia,-33.8688,151.2093,0,0,0,2020,1,22
10,northern territory,australia,-12.4634,130.8456,0,0,0,2020,1,22
11,queensland,australia,-28.0167,153.4,0,0,0,2020,1,22
12,south australia,australia,-34.9285,138.6007,0,0,0,2020,1,22
13,tasmania,australia,-41.4545,145.9707,0,0,0,2020,1,22
14,victoria,australia,-37.8136,144.9631,0,0,0,2020,1,22
15,western australia,australia,-31.9505,115.8605,0,0,0,2020,1,22
16,no_province/state,austria,47.5162,14.5501,0,0,0,2020,1,22
17,no_province/state,azerbaijan,40.1431,47.5769,0,0,0,2020,1,22
18,no_province/state,bahamas,25.0343,-77.3963,0,0,0,2020,1,22
19,no_province/state,bahrain,26.0275,50.55,0,0,0,2020,1,22
20,no_province/state,bangladesh,23.685,90.3563,0,0,0,2020,1,22
21,no_province/state,barbados,13.1939,-59.5432,0,0,0,2020,1,22
22,no_province/state,belarus,53.7098,27.9534,0,0,0,2020,1,22
23,no_province/state,belgium,50.8333,4.0,0,0,0,2020,1,22
24,no_province/state,benin,9.3077,2.3158,0,0,0,2020,1,22
25,no_province/state,bhutan,27.5142,90.4336,0,0,0,2020,1,22
26,no_province/state,bolivia,-16.2902,-63.5887,0,0,0,2020,1,22
27,no_province/state,bosnia and herzegovina,43.9159,17.6791,0,0,0,2020,1,22
28,no_province/state,brazil,-14.235,-51.9253,0,0,0,2020,1,22
29,no_province/state,brunei,4.5353,114.7277,0,0,0,2020,1,22
30,no_province/state,bulgaria,42.7339,25.4858,0,0,0,2020,1,22
31,no_province/state,burkina faso,12.2383,-1.5616,0,0,0,2020,1,22
32,no_province/state,cabo verde,16.5388,-23.0418,0,0,0,2020,1,22
33,no_province/state,cambodia,11.55,104.9167,0,0,0,2020,1,22
34,no_province/state,cameroon,3.8480000000000003,11.5021,0,0,0,2020,1,22
35,alberta,canada,53.9333,-116.5765,0,0,0,2020,1,22
36,british columbia,canada,49.2827,-123.1207,0,0,0,2020,1,22
37,manitoba,canada,53.7609,-98.8139,0,0,0,2020,1,22
38,new brunswick,canada,46.5653,-66.4619,0,0,0,2020,1,22
39,newfoundland and labrador,canada,53.1355,-57.6604,0,0,0,2020,1,22
40,nova scotia,canada,44.681999999999995,-63.7443,0,0,0,2020,1,22
41,ontario,canada,51.2538,-85.3232,0,0,0,2020,1,22
42,prince edward island,canada,46.5107,-63.4168,0,0,0,2020,1,22
43,quebec,canada,52.9399,-73.5491,0,0,0,2020,1,22
44,saskatchewan,canada,52.9399,-106.4509,0,0,0,2020,1,22
45,no_province/state,central african republic,6.6111,20.9394,0,0,0,2020,1,22
46,no_province/state,chad,15.4542,18.7322,0,0,0,2020,1,22
47,no_province/state,chile,-35.6751,-71.543,0,0,0,2020,1,22
48,anhui,china,31.8257,117.2264,1,0,0,2020,1,22
49,beijing,china,40.1824,116.4142,14,0,0,2020,1,22
50,chongqing,china,30.0572,107.874,6,0,0,2020,1,22
51,fujian,china,26.0789,117.9874,1,0,0,2020,1,22
52,gansu,china,37.8099,101.0583,0,0,0,2020,1,22
53,guangdong,china,23.3417,113.4244,26,0,0,2020,1,22
54,guangxi,china,23.8298,108.7881,2,0,0,2020,1,22
55,guizhou,china,26.8154,106.8748,1,0,0,2020,1,22
56,hainan,china,19.1959,109.7453,4,0,0,2020,1,22
57,hebei,china,39.549,116.1306,1,0,0,2020,1,22
58,heilongjiang,china,47.861999999999995,127.7615,0,0,0,2020,1,22
59,henan,china,33.882,113.61399999999999,5,0,0,2020,1,22
60,hong kong,china,22.3,114.2,0,0,0,2020,1,22
61,hubei,china,30.9756,112.2707,444,17,28,2020,1,22
62,hunan,china,27.6104,111.7088,4,0,0,2020,1,22
63,inner mongolia,china,44.0935,113.9448,0,0,0,2020,1,22
64,jiangsu,china,32.9711,119.455,1,0,0,2020,1,22
65,jiangxi,china,27.614,115.7221,2,0,0,2020,1,22
66,jilin,china,43.6661,126.1923,0,0,0,2020,1,22
67,liaoning,china,41.2956,122.6085,2,0,0,2020,1,22
68,macau,china,22.1667,113.55,1,0,0,2020,1,22
69,ningxia,china,37.2692,106.1655,1,0,0,2020,1,22
70,qinghai,china,35.7452,95.9956,0,0,0,2020,1,22
71,shaanxi,china,35.1917,108.8701,0,0,0,2020,1,22
72,shandong,china,36.3427,118.1498,2,0,0,2020,1,22
73,shanghai,china,31.201999999999998,121.4491,9,0,0,2020,1,22
74,shanxi,china,37.5777,112.2922,1,0,0,2020,1,22
75,sichuan,china,30.6171,102.7103,5,0,0,2020,1,22
76,tianjin,china,39.3054,117.323,4,0,0,2020,1,22
77,tibet,china,31.6927,88.0924,0,0,0,2020,1,22
78,xinjiang,china,41.1129,85.2401,0,0,0,2020,1,22
79,yunnan,china,24.974,101.48700000000001,1,0,0,2020,1,22
80,zhejiang,china,29.1832,120.0934,10,0,0,2020,1,22
81,no_province/state,colombia,4.5709,-74.2973,0,0,0,2020,1,22
82,no_province/state,congo ,-4.0383,21.7587,0,0,0,2020,1,22
83,no_province/state,congo ,-4.0383,21.7587,0,0,0,2020,1,22
84,no_province/state,costa rica,9.7489,-83.7534,0,0,0,2020,1,22
85,no_province/state,cote d'ivoire,7.54,-5.5471,0,0,0,2020,1,22
86,no_province/state,croatia,45.1,15.2,0,0,0,2020,1,22
87,no_province/state,cuba,22.0,-80.0,0,0,0,2020,1,22
88,no_province/state,cyprus,35.1264,33.4299,0,0,0,2020,1,22
89,no_province/state,czechia,49.8175,15.472999999999999,0,0,0,2020,1,22
90,faroe islands,denmark,61.8926,-6.9118,0,0,0,2020,1,22
91,greenland,denmark,71.7069,-42.6043,0,0,0,2020,1,22
92,no_province/state,denmark,56.2639,9.5018,0,0,0,2020,1,22
93,no_province/state,djibouti,11.8251,42.5903,0,0,0,2020,1,22
94,no_province/state,dominican republic,18.7357,-70.1627,0,0,0,2020,1,22
95,no_province/state,ecuador,-1.8312,-78.1834,0,0,0,2020,1,22
96,no_province/state,egypt,26.0,30.0,0,0,0,2020,1,22
97,no_province/state,el salvador,13.7942,-88.8965,0,0,0,2020,1,22
98,no_province/state,equatorial guinea,1.5,10.0,0,0,0,2020,1,22
99,no_province/state,eritrea,15.1794,39.7823,0,0,0,2020,1,22
100,no_province/state,estonia,58.5953,25.0136,0,0,0,2020,1,22
101,no_province/state,eswatini,-26.5225,31.4659,0,0,0,2020,1,22
102,no_province/state,ethiopia,9.145,40.4897,0,0,0,2020,1,22
103,no_province/state,fiji,-17.7134,178.065,0,0,0,2020,1,22
104,no_province/state,finland,64.0,26.0,0,0,0,2020,1,22
105,french guiana,france,3.9339,-53.1258,0,0,0,2020,1,22
106,french polynesia,france,-17.6797,149.4068,0,0,0,2020,1,22
107,guadeloupe,france,16.25,-61.5833,0,0,0,2020,1,22
108,mayotte,france,-12.8275,45.1662,0,0,0,2020,1,22
109,new caledonia,france,-20.9043,165.618,0,0,0,2020,1,22
110,reunion,france,-21.1351,55.2471,0,0,0,2020,1,22
111,saint barthelemy,france,17.9,-62.8333,0,0,0,2020,1,22
112,st martin,france,18.0708,-63.0501,0,0,0,2020,1,22
113,martinique,france,14.6415,-61.0242,0,0,0,2020,1,22
114,no_province/state,france,46.2276,2.2137,0,0,0,2020,1,22
115,no_province/state,gabon,-0.8037,11.6094,0,0,0,2020,1,22
116,no_province/state,gambia,13.4432,-15.3101,0,0,0,2020,1,22
117,no_province/state,georgia,42.3154,43.3569,0,0,0,2020,1,22
118,no_province/state,germany,51.0,9.0,0,0,0,2020,1,22
119,no_province/state,ghana,7.9465,-1.0232,0,0,0,2020,1,22
120,no_province/state,greece,39.0742,21.8243,0,0,0,2020,1,22
121,no_province/state,guatemala,15.7835,-90.2308,0,0,0,2020,1,22
122,no_province/state,guinea,9.9456,-9.6966,0,0,0,2020,1,22
123,no_province/state,guyana,5.0,-58.75,0,0,0,2020,1,22
124,no_province/state,haiti,18.9712,-72.2852,0,0,0,2020,1,22
125,no_province/state,holy see,41.9029,12.4534,0,0,0,2020,1,22
126,no_province/state,honduras,15.2,-86.2419,0,0,0,2020,1,22
127,no_province/state,hungary,47.1625,19.5033,0,0,0,2020,1,22
128,no_province/state,iceland,64.9631,-19.0208,0,0,0,2020,1,22
129,no_province/state,india,21.0,78.0,0,0,0,2020,1,22
130,no_province/state,indonesia,-0.7893,113.9213,0,0,0,2020,1,22
131,no_province/state,iran,32.0,53.0,0,0,0,2020,1,22
132,no_province/state,iraq,33.0,44.0,0,0,0,2020,1,22
133,no_province/state,ireland,53.1424,-7.6921,0,0,0,2020,1,22
134,no_province/state,israel,31.0,35.0,0,0,0,2020,1,22
135,no_province/state,italy,43.0,12.0,0,0,0,2020,1,22
136,no_province/state,jamaica,18.1096,-77.2975,0,0,0,2020,1,22
137,no_province/state,japan,36.0,138.0,2,0,0,2020,1,22
138,no_province/state,jordan,31.24,36.51,0,0,0,2020,1,22
139,no_province/state,kazakhstan,48.0196,66.9237,0,0,0,2020,1,22
140,no_province/state,kenya,-0.0236,37.9062,0,0,0,2020,1,22
141,no_province/state,south korea,36.0,128.0,1,0,0,2020,1,22
142,no_province/state,kuwait,29.5,47.75,0,0,0,2020,1,22
143,no_province/state,kyrgyzstan,41.2044,74.7661,0,0,0,2020,1,22
144,no_province/state,latvia,56.8796,24.6032,0,0,0,2020,1,22
145,no_province/state,lebanon,33.8547,35.8623,0,0,0,2020,1,22
146,no_province/state,liberia,6.4281,-9.4295,0,0,0,2020,1,22
147,no_province/state,liechtenstein,47.14,9.55,0,0,0,2020,1,22
148,no_province/state,lithuania,55.1694,23.8813,0,0,0,2020,1,22
149,no_province/state,luxembourg,49.8153,6.1296,0,0,0,2020,1,22
150,no_province/state,madagascar,-18.7669,46.8691,0,0,0,2020,1,22
151,no_province/state,malaysia,2.5,112.5,0,0,0,2020,1,22
152,no_province/state,maldives,3.2028,73.2207,0,0,0,2020,1,22
153,no_province/state,malta,35.9375,14.3754,0,0,0,2020,1,22
154,no_province/state,mauritania,21.0079,10.9408,0,0,0,2020,1,22
155,no_province/state,mauritius,-20.2,57.5,0,0,0,2020,1,22
156,no_province/state,mexico,23.6345,-102.5528,0,0,0,2020,1,22
157,no_province/state,moldova,47.4116,28.3699,0,0,0,2020,1,22
158,no_province/state,monaco,43.7333,7.4167,0,0,0,2020,1,22
159,no_province/state,mongolia,46.8625,103.8467,0,0,0,2020,1,22
160,no_province/state,montenegro,42.5,19.3,0,0,0,2020,1,22
161,no_province/state,morocco,31.7917,-7.0926,0,0,0,2020,1,22
162,no_province/state,namibia,-22.9576,18.4904,0,0,0,2020,1,22
163,no_province/state,nepal,28.1667,84.25,0,0,0,2020,1,22
164,aruba,netherlands,12.5186,-70.0358,0,0,0,2020,1,22
165,curacao,netherlands,12.1696,-68.99,0,0,0,2020,1,22
166,sint maarten,netherlands,18.0425,-63.0548,0,0,0,2020,1,22
167,no_province/state,netherlands,52.1326,5.2913,0,0,0,2020,1,22
168,no_province/state,new zealand,-40.9006,174.886,0,0,0,2020,1,22
169,no_province/state,nicaragua,12.8654,-85.2072,0,0,0,2020,1,22
170,no_province/state,niger,17.6078,8.0817,0,0,0,2020,1,22
171,no_province/state,nigeria,9.082,8.6753,0,0,0,2020,1,22
172,no_province/state,north macedonia,41.6086,21.7453,0,0,0,2020,1,22
173,no_province/state,norway,60.472,8.4689,0,0,0,2020,1,22
174,no_province/state,oman,21.0,57.0,0,0,0,2020,1,22
175,no_province/state,pakistan,30.3753,69.3451,0,0,0,2020,1,22
176,no_province/state,panama,8.538,-80.7821,0,0,0,2020,1,22
177,no_province/state,papua new guinea,-6.315,143.9555,0,0,0,2020,1,22
178,no_province/state,paraguay,-23.4425,-58.4438,0,0,0,2020,1,22
179,no_province/state,peru,-9.19,-75.0152,0,0,0,2020,1,22
180,no_province/state,philippines,13.0,122.0,0,0,0,2020,1,22
181,no_province/state,poland,51.9194,19.1451,0,0,0,2020,1,22
182,no_province/state,portugal,39.3999,-8.2245,0,0,0,2020,1,22
183,no_province/state,qatar,25.3548,51.1839,0,0,0,2020,1,22
184,no_province/state,romania,45.9432,24.9668,0,0,0,2020,1,22
185,no_province/state,russia,60.0,90.0,0,0,0,2020,1,22
186,no_province/state,rwanda,-1.9403,29.8739,0,0,0,2020,1,22
187,no_province/state,saint lucia,13.9094,-60.9789,0,0,0,2020,1,22
188,no_province/state,saint vincent and the grenadines,12.9843,-61.2872,0,0,0,2020,1,22
189,no_province/state,san marino,43.9424,12.4578,0,0,0,2020,1,22
190,no_province/state,saudi arabia,24.0,45.0,0,0,0,2020,1,22
191,no_province/state,senegal,14.4974,-14.4524,0,0,0,2020,1,22
192,no_province/state,serbia,44.0165,21.0059,0,0,0,2020,1,22
193,no_province/state,seychelles,-4.6796,55.492,0,0,0,2020,1,22
194,no_province/state,singapore,1.2833,103.8333,0,0,0,2020,1,22
195,no_province/state,slovakia,48.669,19.699,0,0,0,2020,1,22
196,no_province/state,slovenia,46.1512,14.9955,0,0,0,2020,1,22
197,no_province/state,somalia,5.1521,46.1996,0,0,0,2020,1,22
198,no_province/state,south africa,-30.5595,22.9375,0,0,0,2020,1,22
199,no_province/state,spain,40.0,-4.0,0,0,0,2020,1,22
200,no_province/state,sri lanka,7.0,81.0,0,0,0,2020,1,22
201,no_province/state,sudan,12.8628,30.2176,0,0,0,2020,1,22
202,no_province/state,suriname,3.9193,-56.0278,0,0,0,2020,1,22
203,no_province/state,sweden,63.0,16.0,0,0,0,2020,1,22
204,no_province/state,switzerland,46.8182,8.2275,0,0,0,2020,1,22
205,no_province/state,taiwan*,23.7,121.0,1,0,0,2020,1,22
206,no_province/state,tanzania,-6.369,34.8888,0,0,0,2020,1,22
207,no_province/state,thailand,15.0,101.0,2,0,0,2020,1,22
208,no_province/state,togo,8.6195,0.8248,0,0,0,2020,1,22
209,no_province/state,trinidad and tobago,10.6918,-61.2225,0,0,0,2020,1,22
210,no_province/state,tunisia,34.0,9.0,0,0,0,2020,1,22
211,no_province/state,turkey,38.9637,35.2433,0,0,0,2020,1,22
212,no_province/state,uganda,1.0,32.0,0,0,0,2020,1,22
213,no_province/state,ukraine,48.3794,31.1656,0,0,0,2020,1,22
214,no_province/state,united arab emirates,24.0,54.0,0,0,0,2020,1,22
215,bermuda,united kingdom,32.3078,-64.7505,0,0,0,2020,1,22
216,cayman islands,united kingdom,19.3133,-81.2546,0,0,0,2020,1,22
217,channel islands,united kingdom,49.3723,-2.3644,0,0,0,2020,1,22
218,gibraltar,united kingdom,36.1408,-5.3536,0,0,0,2020,1,22
219,isle of man,united kingdom,54.2361,-4.5481,0,0,0,2020,1,22
220,montserrat,united kingdom,16.7425,-62.1874,0,0,0,2020,1,22
221,no_province/state,united kingdom,55.3781,-3.4360000000000004,0,0,0,2020,1,22
222,no_province/state,uruguay,-32.5228,-55.7658,0,0,0,2020,1,22
223,no_province/state,us,37.0902,-95.7129,1,0,0,2020,1,22
224,no_province/state,uzbekistan,41.3775,64.5853,0,0,0,2020,1,22
225,no_province/state,venezuela,6.4238,-66.5897,0,0,0,2020,1,22
226,no_province/state,vietnam,16.0,108.0,0,0,0,2020,1,22
227,no_province/state,zambia,-15.4167,28.2833,0,0,0,2020,1,22
228,no_province/state,zimbabwe,-20.0,30.0,0,0,0,2020,1,22
229,no_province/state,dominica,15.415,-61.371,0,0,0,2020,1,22
230,no_province/state,grenada,12.1165,-61.678999999999995,0,0,0,2020,1,22
231,no_province/state,mozambique,-18.665695,35.529562,0,0,0,2020,1,22
232,no_province/state,syria,34.802075,38.99681500000001,0,0,0,2020,1,22
233,no_province/state,timor-leste,-8.874217,125.727539,0,0,0,2020,1,22
234,no_province/state,belize,13.1939,-59.5432,0,0,0,2020,1,22
235,no_province/state,laos,19.856270000000002,102.495496,0,0,0,2020,1,22
236,no_province/state,libya,26.3351,17.228331,0,0,0,2020,1,22
237,no_province/state,west bank and gaza,31.9522,35.2332,0,0,0,2020,1,22
238,no_province/state,guinea-bissau,11.8037,-15.1804,0,0,0,2020,1,22
239,no_province/state,mali,17.570692,-3.996166000000001,0,0,0,2020,1,22
240,no_province/state,saint kitts and nevis,17.357822,-62.782998,0,0,0,2020,1,22
241,northwest territories,canada,64.8255,-124.8457,0,0,0,2020,1,22
242,yukon,canada,64.2823,-135.0,0,0,0,2020,1,22
243,no_province/state,kosovo,42.602636,20.902977,0,0,0,2020,1,22
244,no_province/state,burma,21.9162,95.956,0,0,0,2020,1,22
245,anguilla,united kingdom,18.2206,-63.0686,0,0,0,2020,1,22
246,british virgin islands,united kingdom,18.4207,-64.64,0,0,0,2020,1,22
247,turks and caicos islands,united kingdom,21.69400000000001,-71.7979,0,0,0,2020,1,22
248,no_province/state,botswana,-22.3285,24.6849,0,0,0,2020,1,22
249,no_province/state,burundi,-3.3731,29.9189,0,0,0,2020,1,22
250,no_province/state,sierra leone,8.460555000000001,-11.779889,0,0,0,2020,1,22
251,no_province/state,malawi,-13.254307999999998,34.301525,0,0,0,2020,1,22
252,falkland islands,united kingdom,-51.7963,-59.5236,0,0,0,2020,1,22
253,saint pierre and miquelon,france,46.8852,-56.3159,0,0,0,2020,1,22
254,no_province/state,south sudan,6.8770000000000024,31.307,0,0,0,2020,1,22
255,no_province/state,western sahara,24.2155,-12.8858,0,0,0,2020,1,22
256,no_province/state,sao tome and principe,0.18636,6.613081,0,0,0,2020,1,22
257,no_province/state,yemen,15.552726999999999,48.516388,0,0,0,2020,1,22
258,no_province/state,afghanistan,33.0,65.0,0,0,0,2020,1,23
259,no_province/state,albania,41.1533,20.1683,0,0,0,2020,1,23
260,no_province/state,algeria,28.0339,1.6596,0,0,0,2020,1,23
261,no_province/state,andorra,42.5063,1.5218,0,0,0,2020,1,23
262,no_province/state,angola,-11.2027,17.8739,0,0,0,2020,1,23
263,no_province/state,antigua and barbuda,17.0608,-61.7964,0,0,0,2020,1,23
264,no_province/state,argentina,-38.4161,-63.6167,0,0,0,2020,1,23
265,no_province/state,armenia,40.0691,45.0382,0,0,0,2020,1,23
266,australian capital territory,australia,-35.4735,149.0124,0,0,0,2020,1,23
267,new south wales,australia,-33.8688,151.2093,0,0,0,2020,1,23
268,northern territory,australia,-12.4634,130.8456,0,0,0,2020,1,23
269,queensland,australia,-28.0167,153.4,0,0,0,2020,1,23
270,south australia,australia,-34.9285,138.6007,0,0,0,2020,1,23
271,tasmania,australia,-41.4545,145.9707,0,0,0,2020,1,23
272,victoria,australia,-37.8136,144.9631,0,0,0,2020,1,23
273,western australia,australia,-31.9505,115.8605,0,0,0,2020,1,23
274,no_province/state,austria,47.5162,14.5501,0,0,0,2020,1,23
275,no_province/state,azerbaijan,40.1431,47.5769,0,0,0,2020,1,23
276,no_province/state,bahamas,25.0343,-77.3963,0,0,0,2020,1,23
277,no_province/state,bahrain,26.0275,50.55,0,0,0,2020,1,23
278,no_province/state,bangladesh,23.685,90.3563,0,0,0,2020,1,23
279,no_province/state,barbados,13.1939,-59.5432,0,0,0,2020,1,23
280,no_province/state,belarus,53.7098,27.9534,0,0,0,2020,1,23
281,no_province/state,belgium,50.8333,4.0,0,0,0,2020,1,23
282,no_province/state,benin,9.3077,2.3158,0,0,0,2020,1,23
283,no_province/state,bhutan,27.5142,90.4336,0,0,0,2020,1,23
284,no_province/state,bolivia,-16.2902,-63.5887,0,0,0,2020,1,23
285,no_province/state,bosnia and herzegovina,43.9159,17.6791,0,0,0,2020,1,23
286,no_province/state,brazil,-14.235,-51.9253,0,0,0,2020,1,23
287,no_province/state,brunei,4.5353,114.7277,0,0,0,2020,1,23
288,no_province/state,bulgaria,42.7339,25.4858,0,0,0,2020,1,23
289,no_province/state,burkina faso,12.2383,-1.5616,0,0,0,2020,1,23
290,no_province/state,cabo verde,16.5388,-23.0418,0,0,0,2020,1,23
291,no_province/state,cambodia,11.55,104.9167,0,0,0,2020,1,23
292,no_province/state,cameroon,3.8480000000000003,11.5021,0,0,0,2020,1,23
293,alberta,canada,53.9333,-116.5765,0,0,0,2020,1,23
294,british columbia,canada,49.2827,-123.1207,0,0,0,2020,1,23
295,manitoba,canada,53.7609,-98.8139,0,0,0,2020,1,23
296,new brunswick,canada,46.5653,-66.4619,0,0,0,2020,1,23
297,newfoundland and labrador,canada,53.1355,-57.6604,0,0,0,2020,1,23
298,nova scotia,canada,44.681999999999995,-63.7443,0,0,0,2020,1,23
299,ontario,canada,51.2538,-85.3232,0,0,0,2020,1,23
300,prince edward island,canada,46.5107,-63.4168,0,0,0,2020,1,23
301,quebec,canada,52.9399,-73.5491,0,0,0,2020,1,23
302,saskatchewan,canada,52.9399,-106.4509,0,0,0,2020,1,23
303,no_province/state,central african republic,6.6111,20.9394,0,0,0,2020,1,23
304,no_province/state,chad,15.4542,18.7322,0,0,0,2020,1,23
305,no_province/state,chile,-35.6751,-71.543,0,0,0,2020,1,23
306,anhui,china,31.8257,117.2264,9,0,0,2020,1,23
307,beijing,china,40.1824,116.4142,22,0,0,2020,1,23
308,chongqing,china,30.0572,107.874,9,0,0,2020,1,23
309,fujian,china,26.0789,117.9874,5,0,0,2020,1,23
310,gansu,china,37.8099,101.0583,2,0,0,2020,1,23
311,guangdong,china,23.3417,113.4244,32,0,2,2020,1,23
312,guangxi,china,23.8298,108.7881,5,0,0,2020,1,23
313,guizhou,china,26.8154,106.8748,3,0,0,2020,1,23
314,hainan,china,19.1959,109.7453,5,0,0,2020,1,23
315,hebei,china,39.549,116.1306,1,1,0,2020,1,23
316,heilongjiang,china,47.861999999999995,127.7615,2,0,0,2020,1,23
317,henan,china,33.882,113.61399999999999,5,0,0,2020,1,23
318,hong kong,china,22.3,114.2,2,0,0,2020,1,23
319,hubei,china,30.9756,112.2707,444,17,28,2020,1,23
320,hunan,china,27.6104,111.7088,9,0,0,2020,1,23
321,inner mongolia,china,44.0935,113.9448,0,0,0,2020,1,23
322,jiangsu,china,32.9711,119.455,5,0,0,2020,1,23
323,jiangxi,china,27.614,115.7221,7,0,0,2020,1,23
324,jilin,china,43.6661,126.1923,1,0,0,2020,1,23
325,liaoning,china,41.2956,122.6085,3,0,0,2020,1,23
326,macau,china,22.1667,113.55,2,0,0,2020,1,23
327,ningxia,china,37.2692,106.1655,1,0,0,2020,1,23
328,qinghai,china,35.7452,95.9956,0,0,0,2020,1,23
329,shaanxi,china,35.1917,108.8701,3,0,0,2020,1,23
330,shandong,china,36.3427,118.1498,6,0,0,2020,1,23
331,shanghai,china,31.201999999999998,121.4491,16,0,0,2020,1,23
332,shanxi,china,37.5777,112.2922,1,0,0,2020,1,23
333,sichuan,china,30.6171,102.7103,8,0,0,2020,1,23
334,tianjin,china,39.3054,117.323,4,0,0,2020,1,23
335,tibet,china,31.6927,88.0924,0,0,0,2020,1,23
336,xinjiang,china,41.1129,85.2401,2,0,0,2020,1,23
337,yunnan,china,24.974,101.48700000000001,2,0,0,2020,1,23
338,zhejiang,china,29.1832,120.0934,27,0,0,2020,1,23
339,no_province/state,colombia,4.5709,-74.2973,0,0,0,2020,1,23
340,no_province/state,congo ,-4.0383,21.7587,0,0,0,2020,1,23
341,no_province/state,congo ,-4.0383,21.7587,0,0,0,2020,1,23
342,no_province/state,costa rica,9.7489,-83.7534,0,0,0,2020,1,23
343,no_province/state,cote d'ivoire,7.54,-5.5471,0,0,0,2020,1,23
344,no_province/state,croatia,45.1,15.2,0,0,0,2020,1,23
345,no_province/state,cuba,22.0,-80.0,0,0,0,2020,1,23
346,no_province/state,cyprus,35.1264,33.4299,0,0,0,2020,1,23
347,no_province/state,czechia,49.8175,15.472999999999999,0,0,0,2020,1,23
348,faroe islands,denmark,61.8926,-6.9118,0,0,0,2020,1,23
349,greenland,denmark,71.7069,-42.6043,0,0,0,2020,1,23
350,no_province/state,denmark,56.2639,9.5018,0,0,0,2020,1,23
351,no_province/state,djibouti,11.8251,42.5903,0,0,0,2020,1,23
352,no_province/state,dominican republic,18.7357,-70.1627,0,0,0,2020,1,23
353,no_province/state,ecuador,-1.8312,-78.1834,0,0,0,2020,1,23
354,no_province/state,egypt,26.0,30.0,0,0,0,2020,1,23
355,no_province/state,el salvador,13.7942,-88.8965,0,0,0,2020,1,23
356,no_province/state,equatorial guinea,1.5,10.0,0,0,0,2020,1,23
357,no_province/state,eritrea,15.1794,39.7823,0,0,0,2020,1,23
358,no_province/state,estonia,58.5953,25.0136,0,0,0,2020,1,23
359,no_province/state,eswatini,-26.5225,31.4659,0,0,0,2020,1,23
360,no_province/state,ethiopia,9.145,40.4897,0,0,0,2020,1,23
361,no_province/state,fiji,-17.7134,178.065,0,0,0,2020,1,23
362,no_province/state,finland,64.0,26.0,0,0,0,2020,1,23
363,french guiana,france,3.9339,-53.1258,0,0,0,2020,1,23
364,french polynesia,france,-17.6797,149.4068,0,0,0,2020,1,23
365,guadeloupe,france,16.25,-61.5833,0,0,0,2020,1,23
366,mayotte,france,-12.8275,45.1662,0,0,0,2020,1,23
367,new caledonia,france,-20.9043,165.618,0,0,0,2020,1,23
368,reunion,france,-21.1351,55.2471,0,0,0,2020,1,23
369,saint barthelemy,france,17.9,-62.8333,0,0,0,2020,1,23
370,st martin,france,18.0708,-63.0501,0,0,0,2020,1,23
371,martinique,france,14.6415,-61.0242,0,0,0,2020,1,23
372,no_province/state,france,46.2276,2.2137,0,0,0,2020,1,23
373,no_province/state,gabon,-0.8037,11.6094,0,0,0,2020,1,23
374,no_province/state,gambia,13.4432,-15.3101,0,0,0,2020,1,23
375,no_province/state,georgia,42.3154,43.3569,0,0,0,2020,1,23
376,no_province/state,germany,51.0,9.0,0,0,0,2020,1,23
377,no_province/state,ghana,7.9465,-1.0232,0,0,0,2020,1,23
378,no_province/state,greece,39.0742,21.8243,0,0,0,2020,1,23
379,no_province/state,guatemala,15.7835,-90.2308,0,0,0,2020,1,23
380,no_province/state,guinea,9.9456,-9.6966,0,0,0,2020,1,23
381,no_province/state,guyana,5.0,-58.75,0,0,0,2020,1,23
382,no_province/state,haiti,18.9712,-72.2852,0,0,0,2020,1,23
383,no_province/state,holy see,41.9029,12.4534,0,0,0,2020,1,23
384,no_province/state,honduras,15.2,-86.2419,0,0,0,2020,1,23
385,no_province/state,hungary,47.1625,19.5033,0,0,0,2020,1,23
386,no_province/state,iceland,64.9631,-19.0208,0,0,0,2020,1,23
387,no_province/state,india,21.0,78.0,0,0,0,2020,1,23
388,no_province/state,indonesia,-0.7893,113.9213,0,0,0,2020,1,23
389,no_province/state,iran,32.0,53.0,0,0,0,2020,1,23
390,no_province/state,iraq,33.0,44.0,0,0,0,2020,1,23
391,no_province/state,ireland,53.1424,-7.6921,0,0,0,2020,1,23
392,no_province/state,israel,31.0,35.0,0,0,0,2020,1,23
393,no_province/state,italy,43.0,12.0,0,0,0,2020,1,23
394,no_province/state,jamaica,18.1096,-77.2975,0,0,0,2020,1,23
395,no_province/state,japan,36.0,138.0,2,0,0,2020,1,23
396,no_province/state,jordan,31.24,36.51,0,0,0,2020,1,23
397,no_province/state,kazakhstan,48.0196,66.9237,0,0,0,2020,1,23
398,no_province/state,kenya,-0.0236,37.9062,0,0,0,2020,1,23
399,no_province/state,south korea,36.0,128.0,1,0,0,2020,1,23
