,province/state,country,latitude,longitude,confirmed,deaths,recovered,year,month,day
9855,fujian,china,26.0789,117.9874,296,1,243,2020,2,29
9856,gansu,china,37.8099,101.0583,91,2,82,2020,2,29
9857,guangdong,china,23.3417,113.4244,1349,7,983,2020,2,29
9858,guangxi,china,23.8298,108.7881,252,2,176,2020,2,29
9859,guizhou,china,26.8154,106.8748,146,2,112,2020,2,29
9860,hainan,china,19.1959,109.7453,168,5,148,2020,2,29
9861,hebei,china,39.549,116.1306,318,6,282,2020,2,29
9862,heilongjiang,china,47.861999999999995,127.7615,480,13,301,2020,2,29
9863,henan,china,33.882,113.61399999999999,1272,21,1170,2020,2,29
9864,hong kong,china,22.3,114.2,95,2,33,2020,2,29
9865,hubei,china,30.9756,112.2707,66337,2727,28993,2020,2,29
9866,hunan,china,27.6104,111.7088,1018,4,846,2020,2,29
9867,inner mongolia,china,44.0935,113.9448,75,0,49,2020,2,29
9868,jiangsu,china,32.9711,119.455,631,0,523,2020,2,29
9869,jiangxi,china,27.614,115.7221,935,1,811,2020,2,29
9870,jilin,china,43.6661,126.1923,93,1,75,2020,2,29
9871,liaoning,china,41.2956,122.6085,121,1,96,2020,2,29
9872,macau,china,22.1667,113.55,10,0,8,2020,2,29
9873,ningxia,china,37.2692,106.1655,73,0,69,2020,2,29
9874,qinghai,china,35.7452,95.9956,18,0,18,2020,2,29
9875,shaanxi,china,35.1917,108.8701,245,1,207,2020,2,29
9876,shandong,china,36.3427,118.1498,756,6,421,2020,2,29
9877,shanghai,china,31.201999999999998,121.4491,337,3,287,2020,2,29
9878,shanxi,china,37.5777,112.2922,133,0,114,2020,2,29
9879,sichuan,china,30.6171,102.7103,538,3,351,2020,2,29
9880,tianjin,china,39.3054,117.323,136,3,109,2020,2,29
9881,tibet,china,31.6927,88.0924,1,0,1,2020,2,29
9882,xinjiang,china,41.1129,85.2401,76,3,62,2020,2,29
9883,yunnan,china,24.974,101.48700000000001,174,2,157,2020,2,29
9884,zhejiang,china,29.1832,120.0934,1205,1,1016,2020,2,29
9885,no_province/state,colombia,4.5709,-74.2973,0,0,0,2020,2,29
9886,no_province/state,congo ,-4.0383,21.7587,0,0,0,2020,2,29
9887,no_province/state,congo ,-4.0383,21.7587,0,0,0,2020,2,29
9888,no_province/state,costa rica,9.7489,-83.7534,0,0,0,2020,2,29
9889,no_province/state,cote d'ivoire,7.54,-5.5471,0,0,0,2020,2,29
9890,no_province/state,croatia,45.1,15.2,6,0,0,2020,2,29
9891,no_province/state,cuba,22.0,-80.0,0,0,0,2020,2,29
9892,no_province/state,cyprus,35.1264,33.4299,0,0,0,2020,2,29
9893,no_province/state,czechia,49.8175,15.472999999999999,0,0,0,2020,2,29
9894,faroe islands,denmark,61.8926,-6.9118,0,0,0,2020,2,29
9895,greenland,denmark,71.7069,-42.6043,0,0,0,2020,2,29
9896,no_province/state,denmark,56.2639,9.5018,3,0,0,2020,2,29
9897,no_province/state,djibouti,11.8251,42.5903,0,0,0,2020,2,29
9898,no_province/state,dominican republic,18.7357,-70.1627,0,0,0,2020,2,29
9899,no_province/state,ecuador,-1.8312,-78.1834,0,0,0,2020,2,29
9900,no_province/state,egypt,26.0,30.0,1,0,1,2020,2,29
9901,no_province/state,el salvador,13.7942,-88.8965,0,0,0,2020,2,29
9902,no_province/state,equatorial guinea,1.5,10.0,0,0,0,2020,2,29
9903,no_province/state,eritrea,15.1794,39.7823,0,0,0,2020,2,29
9904,no_province/state,estonia,58.5953,25.0136,1,0,0,2020,2,29
9905,no_province/state,eswatini,-26.5225,31.4659,0,0,0,2020,2,29
9906,no_province/state,ethiopia,9.145,40.4897,0,0,0,2020,2,29
9907,no_province/state,fiji,-17.7134,178.065,0,0,0,2020,2,29
9908,no_province/state,finland,64.0,26.0,3,0,1,2020,2,29
9909,french guiana,france,3.9339,-53.1258,0,0,0,2020,2,29
9910,french polynesia,france,-17.6797,149.4068,0,0,0,2020,2,29
9911,guadeloupe,france,16.25,-61.5833,0,0,0,2020,2,29
9912,mayotte,france,-12.8275,45.1662,0,0,0,2020,2,29
9913,new caledonia,france,-20.9043,165.618,0,0,0,2020,2,29
9914,reunion,france,-21.1351,55.2471,0,0,0,2020,2,29
9915,saint barthelemy,france,17.9,-62.8333,0,0,0,2020,2,29
9916,st martin,france,18.0708,-63.0501,0,0,0,2020,2,29
9917,martinique,france,14.6415,-61.0242,0,0,0,2020,2,29
9918,no_province/state,france,46.2276,2.2137,100,2,12,2020,2,29
9919,no_province/state,gabon,-0.8037,11.6094,0,0,0,2020,2,29
9920,no_province/state,gambia,13.4432,-15.3101,0,0,0,2020,2,29
9921,no_province/state,georgia,42.3154,43.3569,1,0,0,2020,2,29
9922,no_province/state,germany,51.0,9.0,79,0,16,2020,2,29
9923,no_province/state,ghana,7.9465,-1.0232,0,0,0,2020,2,29
9924,no_province/state,greece,39.0742,21.8243,4,0,0,2020,2,29
9925,no_province/state,guatemala,15.7835,-90.2308,0,0,0,2020,2,29
9926,no_province/state,guinea,9.9456,-9.6966,0,0,0,2020,2,29
9927,no_province/state,guyana,5.0,-58.75,0,0,0,2020,2,29
9928,no_province/state,haiti,18.9712,-72.2852,0,0,0,2020,2,29
9929,no_province/state,holy see,41.9029,12.4534,0,0,0,2020,2,29
9930,no_province/state,honduras,15.2,-86.2419,0,0,0,2020,2,29
9931,no_province/state,hungary,47.1625,19.5033,0,0,0,2020,2,29
9932,no_province/state,iceland,64.9631,-19.0208,1,0,0,2020,2,29
9933,no_province/state,india,21.0,78.0,3,0,3,2020,2,29
9934,no_province/state,indonesia,-0.7893,113.9213,0,0,0,2020,2,29
9935,no_province/state,iran,32.0,53.0,593,43,123,2020,2,29
9936,no_province/state,iraq,33.0,44.0,13,0,0,2020,2,29
9937,no_province/state,ireland,53.1424,-7.6921,1,0,0,2020,2,29
9938,no_province/state,israel,31.0,35.0,7,0,1,2020,2,29
9939,no_province/state,italy,43.0,12.0,1128,29,46,2020,2,29
9940,no_province/state,jamaica,18.1096,-77.2975,0,0,0,2020,2,29
9941,no_province/state,japan,36.0,138.0,241,5,32,2020,2,29
9942,no_province/state,jordan,31.24,36.51,0,0,0,2020,2,29
9943,no_province/state,kazakhstan,48.0196,66.9237,0,0,0,2020,2,29
9944,no_province/state,kenya,-0.0236,37.9062,0,0,0,2020,2,29
9945,no_province/state,south korea,36.0,128.0,3150,16,27,2020,2,29
9946,no_province/state,kuwait,29.5,47.75,45,0,0,2020,2,29
9947,no_province/state,kyrgyzstan,41.2044,74.7661,0,0,0,2020,2,29
9948,no_province/state,latvia,56.8796,24.6032,0,0,0,2020,2,29
9949,no_province/state,lebanon,33.8547,35.8623,4,0,0,2020,2,29
9950,no_province/state,liberia,6.4281,-9.4295,0,0,0,2020,2,29
9951,no_province/state,liechtenstein,47.14,9.55,0,0,0,2020,2,29
9952,no_province/state,lithuania,55.1694,23.8813,1,0,0,2020,2,29
9953,no_province/state,luxembourg,49.8153,6.1296,1,0,0,2020,2,29
9954,no_province/state,madagascar,-18.7669,46.8691,0,0,0,2020,2,29
9955,no_province/state,malaysia,2.5,112.5,25,0,18,2020,2,29
9956,no_province/state,maldives,3.2028,73.2207,0,0,0,2020,2,29
9957,no_province/state,malta,35.9375,14.3754,0,0,0,2020,2,29
9958,no_province/state,mauritania,21.0079,10.9408,0,0,0,2020,2,29
9959,no_province/state,mauritius,-20.2,57.5,0,0,0,2020,2,29
9960,no_province/state,mexico,23.6345,-102.5528,4,0,0,2020,2,29
9961,no_province/state,moldova,47.4116,28.3699,0,0,0,2020,2,29
9962,no_province/state,monaco,43.7333,7.4167,1,0,0,2020,2,29
9963,no_province/state,mongolia,46.8625,103.8467,0,0,0,2020,2,29
9964,no_province/state,montenegro,42.5,19.3,0,0,0,2020,2,29
9965,no_province/state,morocco,31.7917,-7.0926,0,0,0,2020,2,29
9966,no_province/state,namibia,-22.9576,18.4904,0,0,0,2020,2,29
9967,no_province/state,nepal,28.1667,84.25,1,0,1,2020,2,29
9968,aruba,netherlands,12.5186,-70.0358,0,0,0,2020,2,29
9969,curacao,netherlands,12.1696,-68.99,0,0,0,2020,2,29
9970,sint maarten,netherlands,18.0425,-63.0548,0,0,0,2020,2,29
9971,no_province/state,netherlands,52.1326,5.2913,6,0,0,2020,2,29
9972,no_province/state,new zealand,-40.9006,174.886,1,0,0,2020,2,29
9973,no_province/state,nicaragua,12.8654,-85.2072,0,0,0,2020,2,29
9974,no_province/state,niger,17.6078,8.0817,0,0,0,2020,2,29
9975,no_province/state,nigeria,9.082,8.6753,1,0,0,2020,2,29
9976,no_province/state,north macedonia,41.6086,21.7453,1,0,0,2020,2,29
9977,no_province/state,norway,60.472,8.4689,15,0,0,2020,2,29
9978,no_province/state,oman,21.0,57.0,6,0,1,2020,2,29
9979,no_province/state,pakistan,30.3753,69.3451,4,0,0,2020,2,29
9980,no_province/state,panama,8.538,-80.7821,0,0,0,2020,2,29
9981,no_province/state,papua new guinea,-6.315,143.9555,0,0,0,2020,2,29
9982,no_province/state,paraguay,-23.4425,-58.4438,0,0,0,2020,2,29
9983,no_province/state,peru,-9.19,-75.0152,0,0,0,2020,2,29
9984,no_province/state,philippines,13.0,122.0,3,1,1,2020,2,29
9985,no_province/state,poland,51.9194,19.1451,0,0,0,2020,2,29
9986,no_province/state,portugal,39.3999,-8.2245,0,0,0,2020,2,29
9987,no_province/state,qatar,25.3548,51.1839,1,0,0,2020,2,29
9988,no_province/state,romania,45.9432,24.9668,3,0,0,2020,2,29
9989,no_province/state,russia,60.0,90.0,2,0,2,2020,2,29
9990,no_province/state,rwanda,-1.9403,29.8739,0,0,0,2020,2,29
9991,no_province/state,saint lucia,13.9094,-60.9789,0,0,0,2020,2,29
9992,no_province/state,saint vincent and the grenadines,12.9843,-61.2872,0,0,0,2020,2,29
9993,no_province/state,san marino,43.9424,12.4578,1,0,0,2020,2,29
9994,no_province/state,saudi arabia,24.0,45.0,0,0,0,2020,2,29
9995,no_province/state,senegal,14.4974,-14.4524,0,0,0,2020,2,29
9996,no_province/state,serbia,44.0165,21.0059,0,0,0,2020,2,29
9997,no_province/state,seychelles,-4.6796,55.492,0,0,0,2020,2,29
9998,no_province/state,singapore,1.2833,103.8333,102,0,72,2020,2,29
9999,no_province/state,slovakia,48.669,19.699,0,0,0,2020,2,29
10000,no_province/state,slovenia,46.1512,14.9955,0,0,0,2020,2,29
10001,no_province/state,somalia,5.1521,46.1996,0,0,0,2020,2,29
10002,no_province/state,south africa,-30.5595,22.9375,0,0,0,2020,2,29
10003,no_province/state,spain,40.0,-4.0,45,0,2,2020,2,29
10004,no_province/state,sri lanka,7.0,81.0,1,0,1,2020,2,29
10005,no_province/state,sudan,12.8628,30.2176,0,0,0,2020,2,29
10006,no_province/state,suriname,3.9193,-56.0278,0,0,0,2020,2,29
10007,no_province/state,sweden,63.0,16.0,12,0,0,2020,2,29
10008,no_province/state,switzerland,46.8182,8.2275,18,0,0,2020,2,29
10009,no_province/state,taiwan*,23.7,121.0,39,1,9,2020,2,29
10010,no_province/state,tanzania,-6.369,34.8888,0,0,0,2020,2,29
10011,no_province/state,thailand,15.0,101.0,42,0,28,2020,2,29
10012,no_province/state,togo,8.6195,0.8248,0,0,0,2020,2,29
10013,no_province/state,trinidad and tobago,10.6918,-61.2225,0,0,0,2020,2,29
10014,no_province/state,tunisia,34.0,9.0,0,0,0,2020,2,29
10015,no_province/state,turkey,38.9637,35.2433,0,0,0,2020,2,29
10016,no_province/state,uganda,1.0,32.0,0,0,0,2020,2,29
10017,no_province/state,ukraine,48.3794,31.1656,0,0,0,2020,2,29
10018,no_province/state,united arab emirates,24.0,54.0,21,0,5,2020,2,29
10019,bermuda,united kingdom,32.3078,-64.7505,0,0,0,2020,2,29
10020,cayman islands,united kingdom,19.3133,-81.2546,0,0,0,2020,2,29
10021,channel islands,united kingdom,49.3723,-2.3644,0,0,0,2020,2,29
10022,gibraltar,united kingdom,36.1408,-5.3536,0,0,0,2020,2,29
10023,isle of man,united kingdom,54.2361,-4.5481,0,0,0,2020,2,29
10024,montserrat,united kingdom,16.7425,-62.1874,0,0,0,2020,2,29
10025,no_province/state,united kingdom,55.3781,-3.4360000000000004,23,0,8,2020,2,29
10026,no_province/state,uruguay,-32.5228,-55.7658,0,0,0,2020,2,29
10027,no_province/state,us,37.0902,-95.7129,68,1,7,2020,2,29
10028,no_province/state,uzbekistan,41.3775,64.5853,0,0,0,2020,2,29
10029,no_province/state,venezuela,6.4238,-66.5897,0,0,0,2020,2,29
10030,no_province/state,vietnam,16.0,108.0,16,0,16,2020,2,29
10031,no_province/state,zambia,-15.4167,28.2833,0,0,0,2020,2,29
10032,no_province/state,zimbabwe,-20.0,30.0,0,0,0,2020,2,29
10033,no_province/state,dominica,15.415,-61.371,0,0,0,2020,2,29
10034,no_province/state,grenada,12.1165,-61.678999999999995,0,0,0,2020,2,29
10035,no_province/state,mozambique,-18.665695,35.529562,0,0,0,2020,2,29
10036,no_province/state,syria,34.802075,38.99681500000001,0,0,0,2020,2,29
10037,no_province/state,timor-leste,-8.874217,125.727539,0,0,0,2020,2,29
10038,no_province/state,belize,13.1939,-59.5432,0,0,0,2020,2,29
10039,no_province/state,laos,19.856270000000002,102.495496,0,0,0,2020,2,29
10040,no_province/state,libya,26.3351,17.228331,0,0,0,2020,2,29
10041,no_province/state,west bank and gaza,31.9522,35.2332,0,0,0,2020,2,29
10042,no_province/state,guinea-bissau,11.8037,-15.1804,0,0,0,2020,2,29
10043,no_province/state,mali,17.570692,-3.996166000000001,0,0,0,2020,2,29
10044,no_province/state,saint kitts and nevis,17.357822,-62.782998,0,0,0,2020,2,29
10045,northwest territories,canada,64.8255,-124.8457,0,0,0,2020,2,29
10046,yukon,canada,64.2823,-135.0,0,0,0,2020,2,29
10047,no_province/state,kosovo,42.602636,20.902977,0,0,0,2020,2,29
10048,no_province/state,burma,21.9162,95.956,0,0,0,2020,2,29
10049,anguilla,united kingdom,18.2206,-63.0686,0,0,0,2020,2,29
10050,british virgin islands,united kingdom,18.4207,-64.64,0,0,0,2020,2,29
10051,turks and caicos islands,united kingdom,21.69400000000001,-71.7979,0,0,0,2020,2,29
10052,no_province/state,botswana,-22.3285,24.6849,0,0,0,2020,2,29
10053,no_province/state,burundi,-3.3731,29.9189,0,0,0,2020,2,29
10054,no_province/state,sierra leone,8.460555000000001,-11.779889,0,0,0,2020,2,29
10055,no_province/state,malawi,-13.254307999999998,34.301525,0,0,0,2020,2,29
10056,falkland islands,united kingdom,-51.7963,-59.5236,0,0,0,2020,2,29
10057,saint pierre and miquelon,france,46.8852,-56.3159,0,0,0,2020,2,29
10058,no_province/state,south sudan,6.8770000000000024,31.307,0,0,0,2020,2,29
10059,no_province/state,western sahara,24.2155,-12.8858,0,0,0,2020,2,29
10060,no_province/state,sao tome and principe,0.18636,6.613081,0,0,0,2020,2,29
10061,no_province/state,yemen,15.552726999999999,48.516388,0,0,0,2020,2,29
10062,no_province/state,afghanistan,33.0,65.0,1,0,0,2020,3,1
10063,no_province/state,albania,41.1533,20.1683,0,0,0,2020,3,1
10064,no_province/state,algeria,28.0339,1.6596,1,0,0,2020,3,1
10065,no_province/state,andorra,42.5063,1.5218,0,0,0,2020,3,1
10066,no_province/state,angola,-11.2027,17.8739,0,0,0,2020,3,1
10067,no_province/state,antigua and barbuda,17.0608,-61.7964,0,0,0,2020,3,1
10068,no_province/state,argentina,-38.4161,-63.6167,0,0,0,2020,3,1
10069,no_province/state,armenia,40.0691,45.0382,1,0,0,2020,3,1
10070,australian capital territory,australia,-35.4735,149.0124,0,0,0,2020,3,1
10071,new south wales,australia,-33.8688,151.2093,6,0,4,2020,3,1
10072,northern territory,australia,-12.4634,130.8456,0,0,0,2020,3,1
10073,queensland,australia,-28.0167,153.4,9,0,1,2020,3,1
10074,south australia,australia,-34.9285,138.6007,3,0,2,2020,3,1
10075,tasmania,australia,-41.4545,145.9707,0,0,0,2020,3,1
10076,victoria,australia,-37.8136,144.9631,7,0,4,2020,3,1
10077,western australia,australia,-31.9505,115.8605,2,1,0,2020,3,1
10078,no_province/state,austria,47.5162,14.5501,14,0,0,2020,3,1
10079,no_province/state,azerbaijan,40.1431,47.5769,3,0,0,2020,3,1
10080,no_province/state,bahamas,25.0343,-77.3963,0,0,0,2020,3,1
10081,no_province/state,bahrain,26.0275,50.55,47,0,0,2020,3,1
10082,no_province/state,bangladesh,23.685,90.3563,0,0,0,2020,3,1
10083,no_province/state,barbados,13.1939,-59.5432,0,0,0,2020,3,1
10084,no_province/state,belarus,53.7098,27.9534,1,0,0,2020,3,1
10085,no_province/state,belgium,50.8333,4.0,2,0,1,2020,3,1
10086,no_province/state,benin,9.3077,2.3158,0,0,0,2020,3,1
10087,no_province/state,bhutan,27.5142,90.4336,0,0,0,2020,3,1
10088,no_province/state,bolivia,-16.2902,-63.5887,0,0,0,2020,3,1
10089,no_province/state,bosnia and herzegovina,43.9159,17.6791,0,0,0,2020,3,1
10090,no_province/state,brazil,-14.235,-51.9253,2,0,0,2020,3,1
10091,no_province/state,brunei,4.5353,114.7277,0,0,0,2020,3,1
10092,no_province/state,bulgaria,42.7339,25.4858,0,0,0,2020,3,1
10093,no_province/state,burkina faso,12.2383,-1.5616,0,0,0,2020,3,1
10094,no_province/state,cabo verde,16.5388,-23.0418,0,0,0,2020,3,1
10095,no_province/state,cambodia,11.55,104.9167,1,0,1,2020,3,1
10096,no_province/state,cameroon,3.8480000000000003,11.5021,0,0,0,2020,3,1
10097,alberta,canada,53.9333,-116.5765,0,0,0,2020,3,1
10098,british columbia,canada,49.2827,-123.1207,8,0,0,2020,3,1
10099,manitoba,canada,53.7609,-98.8139,0,0,0,2020,3,1
10100,new brunswick,canada,46.5653,-66.4619,0,0,0,2020,3,1
10101,newfoundland and labrador,canada,53.1355,-57.6604,0,0,0,2020,3,1
10102,nova scotia,canada,44.681999999999995,-63.7443,0,0,0,2020,3,1
10103,ontario,canada,51.2538,-85.3232,15,0,0,2020,3,1
10104,prince edward island,canada,46.5107,-63.4168,0,0,0,2020,3,1
10105,quebec,canada,52.9399,-73.5491,1,0,0,2020,3,1
10106,saskatchewan,canada,52.9399,-106.4509,0,0,0,2020,3,1
10107,no_province/state,central african republic,6.6111,20.9394,0,0,0,2020,3,1
10108,no_province/state,chad,15.4542,18.7322,0,0,0,2020,3,1
10109,no_province/state,chile,-35.6751,-71.543,0,0,0,2020,3,1
10110,anhui,china,31.8257,117.2264,990,6,873,2020,3,1
10111,beijing,china,40.1824,116.4142,413,8,276,2020,3,1
10112,chongqing,china,30.0572,107.874,576,6,450,2020,3,1
10113,fujian,china,26.0789,117.9874,296,1,247,2020,3,1
10114,gansu,china,37.8099,101.0583,91,2,84,2020,3,1
10115,guangdong,china,23.3417,113.4244,1349,7,1016,2020,3,1
10116,guangxi,china,23.8298,108.7881,252,2,181,2020,3,1
10117,guizhou,china,26.8154,106.8748,146,2,112,2020,3,1
10118,hainan,china,19.1959,109.7453,168,5,149,2020,3,1
10119,hebei,china,39.549,116.1306,318,6,294,2020,3,1
10120,heilongjiang,china,47.861999999999995,127.7615,480,13,342,2020,3,1
10121,henan,china,33.882,113.61399999999999,1272,22,1198,2020,3,1
10122,hong kong,china,22.3,114.2,96,2,36,2020,3,1
10123,hubei,china,30.9756,112.2707,66907,2761,31536,2020,3,1
10124,hunan,china,27.6104,111.7088,1018,4,866,2020,3,1
10125,inner mongolia,china,44.0935,113.9448,75,0,52,2020,3,1
10126,jiangsu,china,32.9711,119.455,631,0,536,2020,3,1
10127,jiangxi,china,27.614,115.7221,935,1,831,2020,3,1
10128,jilin,china,43.6661,126.1923,93,1,78,2020,3,1
10129,liaoning,china,41.2956,122.6085,122,1,103,2020,3,1
10130,macau,china,22.1667,113.55,10,0,8,2020,3,1
10131,ningxia,china,37.2692,106.1655,73,0,69,2020,3,1
10132,qinghai,china,35.7452,95.9956,18,0,18,2020,3,1
10133,shaanxi,china,35.1917,108.8701,245,1,208,2020,3,1
10134,shandong,china,36.3427,118.1498,758,6,443,2020,3,1
10135,shanghai,china,31.201999999999998,121.4491,337,3,290,2020,3,1
10136,shanxi,china,37.5777,112.2922,133,0,116,2020,3,1
10137,sichuan,china,30.6171,102.7103,538,3,365,2020,3,1
10138,tianjin,china,39.3054,117.323,136,3,111,2020,3,1
10139,tibet,china,31.6927,88.0924,1,0,1,2020,3,1
10140,xinjiang,china,41.1129,85.2401,76,3,64,2020,3,1
10141,yunnan,china,24.974,101.48700000000001,174,2,163,2020,3,1
10142,zhejiang,china,29.1832,120.0934,1205,1,1046,2020,3,1
10143,no_province/state,colombia,4.5709,-74.2973,0,0,0,2020,3,1
10144,no_province/state,congo ,-4.0383,21.7587,0,0,0,2020,3,1
10145,no_province/state,congo ,-4.0383,21.7587,0,0,0,2020,3,1
10146,no_province/state,costa rica,9.7489,-83.7534,0,0,0,2020,3,1
10147,no_province/state,cote d'ivoire,7.54,-5.5471,0,0,0,2020,3,1
10148,no_province/state,croatia,45.1,15.2,7,0,0,2020,3,1
10149,no_province/state,cuba,22.0,-80.0,0,0,0,2020,3,1
10150,no_province/state,cyprus,35.1264,33.4299,0,0,0,2020,3,1
10151,no_province/state,czechia,49.8175,15.472999999999999,3,0,0,2020,3,1
10152,faroe islands,denmark,61.8926,-6.9118,0,0,0,2020,3,1
10153,greenland,denmark,71.7069,-42.6043,0,0,0,2020,3,1
10154,no_province/state,denmark,56.2639,9.5018,4,0,0,2020,3,1
10155,no_province/state,djibouti,11.8251,42.5903,0,0,0,2020,3,1
10156,no_province/state,dominican republic,18.7357,-70.1627,1,0,0,2020,3,1
10157,no_province/state,ecuador,-1.8312,-78.1834,6,0,0,2020,3,1
10158,no_province/state,egypt,26.0,30.0,2,0,1,2020,3,1
10159,no_province/state,el salvador,13.7942,-88.8965,0,0,0,2020,3,1
10160,no_province/state,equatorial guinea,1.5,10.0,0,0,0,2020,3,1
10161,no_province/state,eritrea,15.1794,39.7823,0,0,0,2020,3,1
10162,no_province/state,estonia,58.5953,25.0136,1,0,0,2020,3,1
10163,no_province/state,eswatini,-26.5225,31.4659,0,0,0,2020,3,1
10164,no_province/state,ethiopia,9.145,40.4897,0,0,0,2020,3,1
10165,no_province/state,fiji,-17.7134,178.065,0,0,0,2020,3,1
10166,no_province/state,finland,64.0,26.0,6,0,1,2020,3,1
10167,french guiana,france,3.9339,-53.1258,0,0,0,2020,3,1
10168,french polynesia,france,-17.6797,149.4068,0,0,0,2020,3,1
10169,guadeloupe,france,16.25,-61.5833,0,0,0,2020,3,1
10170,mayotte,france,-12.8275,45.1662,0,0,0,2020,3,1
10171,new caledonia,france,-20.9043,165.618,0,0,0,2020,3,1
10172,reunion,france,-21.1351,55.2471,0,0,0,2020,3,1
10173,saint barthelemy,france,17.9,-62.8333,0,0,0,2020,3,1
10174,st martin,france,18.0708,-63.0501,0,0,0,2020,3,1
10175,martinique,france,14.6415,-61.0242,0,0,0,2020,3,1
10176,no_province/state,france,46.2276,2.2137,130,2,12,2020,3,1
10177,no_province/state,gabon,-0.8037,11.6094,0,0,0,2020,3,1
10178,no_province/state,gambia,13.4432,-15.3101,0,0,0,2020,3,1
10179,no_province/state,georgia,42.3154,43.3569,3,0,0,2020,3,1
10180,no_province/state,germany,51.0,9.0,130,0,16,2020,3,1
10181,no_province/state,ghana,7.9465,-1.0232,0,0,0,2020,3,1
10182,no_province/state,greece,39.0742,21.8243,7,0,0,2020,3,1
10183,no_province/state,guatemala,15.7835,-90.2308,0,0,0,2020,3,1
10184,no_province/state,guinea,9.9456,-9.6966,0,0,0,2020,3,1
10185,no_province/state,guyana,5.0,-58.75,0,0,0,2020,3,1
10186,no_province/state,haiti,18.9712,-72.2852,0,0,0,2020,3,1
10187,no_province/state,holy see,41.9029,12.4534,0,0,0,2020,3,1
10188,no_province/state,honduras,15.2,-86.2419,0,0,0,2020,3,1
10189,no_province/state,hungary,47.1625,19.5033,0,0,0,2020,3,1
10190,no_province/state,iceland,64.9631,-19.0208,3,0,0,2020,3,1
10191,no_province/state,india,21.0,78.0,3,0,3,2020,3,1
10192,no_province/state,indonesia,-0.7893,113.9213,0,0,0,2020,3,1
10193,no_province/state,iran,32.0,53.0,978,54,175,2020,3,1
10194,no_province/state,iraq,33.0,44.0,19,0,0,2020,3,1
10195,no_province/state,ireland,53.1424,-7.6921,1,0,0,2020,3,1
10196,no_province/state,israel,31.0,35.0,10,0,1,2020,3,1
10197,no_province/state,italy,43.0,12.0,1694,34,83,2020,3,1
10198,no_province/state,jamaica,18.1096,-77.2975,0,0,0,2020,3,1
10199,no_province/state,japan,36.0,138.0,256,6,32,2020,3,1
10200,no_province/state,jordan,31.24,36.51,0,0,0,2020,3,1
10201,no_province/state,kazakhstan,48.0196,66.9237,0,0,0,2020,3,1
10202,no_province/state,kenya,-0.0236,37.9062,0,0,0,2020,3,1
10203,no_province/state,south korea,36.0,128.0,3736,17,30,2020,3,1
10204,no_province/state,kuwait,29.5,47.75,45,0,0,2020,3,1
10205,no_province/state,kyrgyzstan,41.2044,74.7661,0,0,0,2020,3,1
10206,no_province/state,latvia,56.8796,24.6032,0,0,0,2020,3,1
10207,no_province/state,lebanon,33.8547,35.8623,10,0,0,2020,3,1
10208,no_province/state,liberia,6.4281,-9.4295,0,0,0,2020,3,1
10209,no_province/state,liechtenstein,47.14,9.55,0,0,0,2020,3,1
10210,no_province/state,lithuania,55.1694,23.8813,1,0,0,2020,3,1
10211,no_province/state,luxembourg,49.8153,6.1296,1,0,0,2020,3,1
10212,no_province/state,madagascar,-18.7669,46.8691,0,0,0,2020,3,1
10213,no_province/state,malaysia,2.5,112.5,29,0,18,2020,3,1
10214,no_province/state,maldives,3.2028,73.2207,0,0,0,2020,3,1
10215,no_province/state,malta,35.9375,14.3754,0,0,0,2020,3,1
10216,no_province/state,mauritania,21.0079,10.9408,0,0,0,2020,3,1
10217,no_province/state,mauritius,-20.2,57.5,0,0,0,2020,3,1
10218,no_province/state,mexico,23.6345,-102.5528,5,0,0,2020,3,1
10219,no_province/state,moldova,47.4116,28.3699,0,0,0,2020,3,1
10220,no_province/state,monaco,43.7333,7.4167,1,0,0,2020,3,1
10221,no_province/state,mongolia,46.8625,103.8467,0,0,0,2020,3,1
10222,no_province/state,montenegro,42.5,19.3,0,0,0,2020,3,1
10223,no_province/state,morocco,31.7917,-7.0926,0,0,0,2020,3,1
10224,no_province/state,namibia,-22.9576,18.4904,0,0,0,2020,3,1
10225,no_province/state,nepal,28.1667,84.25,1,0,1,2020,3,1
10226,aruba,netherlands,12.5186,-70.0358,0,0,0,2020,3,1
10227,curacao,netherlands,12.1696,-68.99,0,0,0,2020,3,1
10228,sint maarten,netherlands,18.0425,-63.0548,0,0,0,2020,3,1
10229,no_province/state,netherlands,52.1326,5.2913,10,0,0,2020,3,1
10230,no_province/state,new zealand,-40.9006,174.886,1,0,0,2020,3,1
10231,no_province/state,nicaragua,12.8654,-85.2072,0,0,0,2020,3,1
10232,no_province/state,niger,17.6078,8.0817,0,0,0,2020,3,1
10233,no_province/state,nigeria,9.082,8.6753,1,0,0,2020,3,1
10234,no_province/state,north macedonia,41.6086,21.7453,1,0,0,2020,3,1
10235,no_province/state,norway,60.472,8.4689,19,0,0,2020,3,1
10236,no_province/state,oman,21.0,57.0,6,0,1,2020,3,1
10237,no_province/state,pakistan,30.3753,69.3451,4,0,0,2020,3,1
10238,no_province/state,panama,8.538,-80.7821,0,0,0,2020,3,1
10239,no_province/state,papua new guinea,-6.315,143.9555,0,0,0,2020,3,1
10240,no_province/state,paraguay,-23.4425,-58.4438,0,0,0,2020,3,1
10241,no_province/state,peru,-9.19,-75.0152,0,0,0,2020,3,1
10242,no_province/state,philippines,13.0,122.0,3,1,1,2020,3,1
